title,link,qualified
Andriod Programmer and Backend Programmer,https://www.jobstreet.co.id/id/job/andriod-programmer-and-backend-programmer-3822850?jobId=jobstreet-id-job-3822850&sectionRank=1512&token=0~70b02242-a6ca-46d6-9c1c-89ad50c6fd34&fr=SRP%20Job%20Listing,"['Strong knowledge of Android SDK, different versions of Android, and how to deal with different screen sizes', 'Familiarity with RESTful APIs to connect Android applications to back-end services', 'Strong knowledge of Android UI design principles, patterns, and best practices', 'Experience with offline storage, threading, and performance tuning', 'Ability to design applications around natural user interfaces, such as “touch”', 'Familiarity with the use of additional sensors, such as gyroscopes and accelerometers', 'Knowledge of the open-source Android ecosystem and the libraries available for common tasks', 'Ability to understand business requirements and translate them into technical requirements', 'Familiarity with cloud message APIs and push notifications', 'A knack for benchmarking and optimization', 'Understanding of Google’s Android design principles and interface guidelines', 'Proficient understanding of code versioning tools, such as Git', 'Familiarity with continuous integration']"
Full Stack Engineer,https://www.jobstreet.co.id/id/job/full-stack-engineer-3837665?jobId=jobstreet-id-job-3837665&sectionRank=1513&token=0~70b02242-a6ca-46d6-9c1c-89ad50c6fd34&fr=SRP%20Job%20Listing,"['Work in a team to deliver software solutions', 'Discuss and design the system architecture of solutions to build', 'Develop and maintain robust applications and systems (front-end and back-end)', 'Troubleshoot, debug, and bug fixing', 'Write and maintain technical documentation', 'Identify bottlenecks and do software improvements', 'Adapt fast on technologies requirements, and not afraid to learn new things - Have', 'Experiences in making Reporting (Excel, charts)']"
System Administrator,https://www.jobstreet.co.id/id/job/system-administrator-3834628?jobId=jobstreet-id-job-3834628&sectionRank=1514&token=0~70b02242-a6ca-46d6-9c1c-89ad50c6fd34&fr=SRP%20Job%20Listing,"['Fast track career progression', 'Work Benefit Package', 'Passionate & Energetic Work Culture']"
Senior JAVA Programmer (IT Software),https://www.jobstreet.co.id/id/job/senior-java-programmer-it-software-3839267?jobId=jobstreet-id-job-3839267&sectionRank=1515&token=0~70b02242-a6ca-46d6-9c1c-89ad50c6fd34&fr=SRP%20Job%20Listing,"['Participate in requirement, design, implementation, testing and support of custom banking solutions, which include features enhancements, new functionalities, and back-end systems integration.', 'Collaboration with customers to prepare technical specifications.', 'Interact with subject matter experts (functional & technical) to understand business requirements and technology architecture of the applications accordingly.', 'Contribute to code reviews for quality assurance and conformance to standards / guidelines.', 'Provide technical guidance and lead/develop team members.', 'Assist in infrastructure & system software setup for development and testing environments.', 'Ensure timely completion of tasks delegated.']"
Automation Engineer,https://www.jobstreet.co.id/id/job/automation-engineer-3838230?jobId=jobstreet-id-job-3838230&sectionRank=1516&token=0~70b02242-a6ca-46d6-9c1c-89ad50c6fd34&fr=SRP%20Job%20Listing,"['Berkarir dengan rekan yang berpengalaman di bidangnya', 'Memiliki kesempatan untuk pengembangan diri, pengalaman kerja']"
Frontend Developer (Flutter),https://www.jobstreet.co.id/id/job/frontend-developer-flutter-3831520?jobId=jobstreet-id-job-3831520&sectionRank=1517&token=0~70b02242-a6ca-46d6-9c1c-89ad50c6fd34&fr=SRP%20Job%20Listing,"['Min. 2 years Front-End development (Flutter SDK), Optional: Kotlin, SWIFT, REACT, or REDUX.', 'Experienced with Web Service Integration (XML/JSON, SOAP/REST, and GraphQL)', 'Experienced with version control (Github/Gitlab/Azure Devops) and State Management libraries', 'Mobile Troubleshooting (Android & IOS): Push Nofitication (APNS / FCM), Mobile Dashboard (PLAY Console / Apple Developer), Crashlytics.', 'Experienced in a Product-oriented team (AGILE & DevOps), and building test script program.', 'Optional experience in integration with other System (EWallet, Analytics, etc.).', 'Strong knowledge of data structures, system design, and algorithm.', 'Strong sense of ownership, drive and strong attention to detail and problem solving.', 'Get things-done attitude, skilled at working in tandem with a team, or unsupervised as required', 'Minimum involved in 1 large scale mobile project as frontend developer', 'Placement: JAKARTA']"
DEVELOPER,https://www.jobstreet.co.id/id/job/developer-3821598?jobId=jobstreet-id-job-3821598&sectionRank=1518&token=0~70b02242-a6ca-46d6-9c1c-89ad50c6fd34&fr=SRP%20Job%20Listing,['BPJS dan asuransi']
"Data Management (PostgreSQL, Ms. SQL, Oracle)",https://www.jobstreet.co.id/id/job/data-management-postgresql-ms.-sql-oracle-3838891?jobId=jobstreet-id-job-3838891&sectionRank=1519&token=0~70b02242-a6ca-46d6-9c1c-89ad50c6fd34&fr=SRP%20Job%20Listing,"['Compose required information for analysis, report consumption, dashboard, and notification;', 'Ensure data availability with good SOP, including data backup, data mirroring, data restoration after incident, and data migration if necessary;', 'Create and maintain document for data structure knowledge;', 'Make sure all database running with good performance with regular maintenance and monitoring;', 'Keep up to date with new technology regarding data management.']"
Mobile Developer,https://www.jobstreet.co.id/id/job/mobile-developer-3824709?jobId=jobstreet-id-job-3824709&sectionRank=1520&token=0~70b02242-a6ca-46d6-9c1c-89ad50c6fd34&fr=SRP%20Job%20Listing,"['Candidate must possess at least Bachelor’s Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology or equivalent', 'At least 1 Year(s) of working experience in the related field is required for this position', 'Have experience developing android/mobile applications with teams or individuals.', 'Required Skill(s) Java Android Fullstack, Rest API, IOS.', 'Having good knowledge about Mobile Development (Android).', 'ASAP to Join', 'Placement in Jakarta Pusat (Karet Sudirman)']"
Mobile Apps Programmer,https://www.jobstreet.co.id/id/job/mobile-apps-programmer-3829068?jobId=jobstreet-id-job-3829068&sectionRank=1521&token=0~70b02242-a6ca-46d6-9c1c-89ad50c6fd34&fr=SRP%20Job%20Listing,"['Become a part of The largest BUMN in Indonesia', 'Adding experience and insight in the world of IT', 'Take an active role in transportation for public services']"
Web and Mobile Developer,https://www.jobstreet.co.id/id/job/web-and-mobile-developer-3822563?jobId=jobstreet-id-job-3822563&sectionRank=1522&token=0~70b02242-a6ca-46d6-9c1c-89ad50c6fd34&fr=SRP%20Job%20Listing,"['Analyze, design, and develop new feature', 'Provide internal test before release to QA', 'Provide ongoing maintenance, support, and enhancement in existing system', 'Maintain code bucket, documentation, and versioning', 'Monitor server, perform data tuning, and provide technology improvement', 'Collaborate with other function in team']"
Front End Developer,https://www.jobstreet.co.id/id/job/front-end-developer-3821158?jobId=jobstreet-id-job-3821158&sectionRank=1523&token=0~70b02242-a6ca-46d6-9c1c-89ad50c6fd34&fr=SRP%20Job%20Listing,"['Jengan karir yang sangat cepat', 'Menambah ilmu untuk beberapa bidang baru', 'Aktif, kreatif, dan inovatif']"
Software Development Engineer - BackEnd,https://www.jobstreet.co.id/id/job/software-development-engineer-backend-3829445?jobId=jobstreet-id-job-3829445&sectionRank=1524&token=0~70b02242-a6ca-46d6-9c1c-89ad50c6fd34&fr=SRP%20Job%20Listing,"['Work with team members to understand business requirements and create data layers to support the front end.', 'Design and implement low latency, high performance and high availability applications.', 'Understand and implement layers of security in collaboration with infrastructure teams.', 'Write re-usable, testable and efficient code.']"
UI/ UX Designer,https://www.jobstreet.co.id/id/job/ui-ux-designer-3837776?jobId=jobstreet-id-job-3837776&sectionRank=1525&token=0~70b02242-a6ca-46d6-9c1c-89ad50c6fd34&fr=SRP%20Job%20Listing,"['Minimal D3 dari jurusan IT/ Sistem Informasi', 'Pengalaman minimal 3 tahun di posisi yang sama', 'Menguasai Figma, dan adobe XD', 'Menguasai adobe photoshop, illustrator']"
Data Scientist,https://www.jobstreet.co.id/id/job/data-scientist-3821821?jobId=jobstreet-id-job-3821821&sectionRank=1526&token=0~70b02242-a6ca-46d6-9c1c-89ad50c6fd34&fr=SRP%20Job%20Listing,"['Responsible for conducting data research and analyst', 'Mining data from primary and secondary sources, then reorganizing data in a format that can be easily read by either human or machine', 'Analyze data to drive optimization and improvement of product development, marketing techniques and business strategies', 'Ensure and assess the effectiveness and accuracy of data sources and data gathering techniques', 'Develop custom data models, process and tools to monitor and analyze model performance and data accuracy', 'Coordinate with different functional teams to implement models and monitor outcomes']"
Fullstack Developer,https://www.jobstreet.co.id/id/job/fullstack-developer-3821324?jobId=jobstreet-id-job-3821324&sectionRank=1527&token=0~70b02242-a6ca-46d6-9c1c-89ad50c6fd34&fr=SRP%20Job%20Listing,"['Develop frontend and backend company platform.', 'Develop new features that have been set by the team', 'Perform slicing on the frontend according to the UI UX', 'Perform system updates regularly', 'Ensure all coding runs according to the given flow', 'Setting the database to a server that has been prepared', 'Resolve bugs when they occur']"
Front End Developer,https://www.jobstreet.co.id/id/job/front-end-developer-3823531?jobId=jobstreet-id-job-3823531&sectionRank=1528&token=0~70b02242-a6ca-46d6-9c1c-89ad50c6fd34&fr=SRP%20Job%20Listing,"['GML Performance Consulting is a management-consulting firm specializing in helping organizations improve their performance through better translation of their strategy into actions. Our vision is to become the leading performance improvement group of companies in Asia, with highly synergistic services which are customized to Asian business environment and culture. Besides full consulting interventions, GML also provides in-house and routine public workshops to help our clients better equip themselves with leading concepts that could help them better translate their strategy into action. We help you face the challenge of translating your strategy into action.', 'Product & Services', 'GML Performance Consulting provides Consulting and Strategic Management services : Corporate Planning,\xa0 Balanced Scorecard, Business Intelligent, Business Process, Work-Flow and Organization Design Development to Execute Strategy']"
Backend Developer,https://www.jobstreet.co.id/id/job/backend-developer-3823023?jobId=jobstreet-id-job-3823023&sectionRank=1529&token=0~70b02242-a6ca-46d6-9c1c-89ad50c6fd34&fr=SRP%20Job%20Listing,"['Performing or directing website updates.', 'Developing, maintaining and optimizing database driven applications.', 'Evaluating code to ensure it is valid, properly structured, meets standards and is compatible with browsers, devices or operating systems.', 'Working under an Agile development methodology.']"
Technology Associate Program (MT_IT),https://www.jobstreet.co.id/id/job/technology-associate-program-mt_it-3836131?jobId=jobstreet-id-job-3836131&sectionRank=1530&token=0~70b02242-a6ca-46d6-9c1c-89ad50c6fd34&fr=SRP%20Job%20Listing,"['Technology Associate Program (MT_IT) will go through intensive training and OJT to nurture leadership skills, teamwork abilities, professional knowledge, and soft skills.']"
IT Developer Staff,https://www.jobstreet.co.id/id/job/it-developer-staff-3819914?jobId=jobstreet-id-job-3819914&sectionRank=1531&token=0~ee76e7bd-0ce1-4c63-b01a-6d0448c9c9b5&fr=SRP%20Job%20Listing,"['Participate in the entire application lifecycle, focusing on coding and debugging.', 'Write clean code to develop functional web or mobile applications.', 'Build reusable code and libraries for future use.', 'Perform UI tests to identify malfunctions and optimize performance.', 'Troubleshoot and debug applications.', 'Gather and address technical and design requirements.', 'Collaborate with the team to constantly innovate the design and functionality of apps.', 'Learn about new technologies and stay up to date with current best practices.', 'Manage cutting-edge technologies to improve legacy applications.', 'Conduct UI tests and optimize performance.', 'Train, help, and support other team members.']"
Innovation Engineer (System Analyst),https://www.jobstreet.co.id/id/job/innovation-engineer-system-analyst-3821796?jobId=jobstreet-id-job-3821796&sectionRank=1532&token=0~ee76e7bd-0ce1-4c63-b01a-6d0448c9c9b5&fr=SRP%20Job%20Listing,"['Examine and study existing system functions, data flows, and business models.', 'Produce technical designs and specifications for new and modified systems by implementing best practices for functionality, consistency, scalability, performance, and maintainability.', 'Assist Software Engineer in dealing with technical or design issues found during development lifecycle with the Product Owner.', 'Provide and maintain Functional Specification Document (FSD) and Application Programming Interface (API) documents for every modification made to the system.', 'Meet and coordinate with Product Owner to define project scope, objectives, and requirements.', 'Lead and assist third parties (vendors and clients) in implementing existing APIs.', 'Represent the Engineering team in handling coordination with third parties (vendors and clients) for new system integration process.']"
